Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(cc),Power(bhp),Seats,Price,Brand,Model,Region
2015,31250,Diesel,Manual,First,24.5,1498,98.6,7.0,6.5,Honda,Mobilio,North
2014,77795,Diesel,Manual,First,12.99,2494,100.6,8.0,9.5,Toyota,Innova,North
2015,47759,Diesel,Automatic,First,14.74,2993,270.9,5.0,31.8,Jaguar,XF,South
2013,67620,Petrol,Manual,Second,17.6,1496,88.8,5.0,4.2,Toyota,Etios,South
2013,44378,Diesel,Manual,First,25.44,936,57.6,5.0,3.85,Chevrolet,Beat,South
2012,64709,Petrol,Manual,Second,12.8,2354,177.6,5.0,6.0,Honda,Accord,North
2007,76161,Petrol,Manual,First,19.7,796,46.3,5.0,1.65,Maruti,Alto,South
2013,58410,Diesel,Automatic,First,19.3,1968,141.0,5.0,14.5,Skoda,Octavia,South
2011,72000,Diesel,Manual,First,12.8,2494,102.0,7.0,7.1,Toyota,Innova,North
2016,11000,Diesel,Automatic,First,17.11,1968,174.33,5.0,28.0,Audi,A4,South
2017,45362,Diesel,Manual,First,24.3,1248,88.5,5.0,9.38,Maruti,Vitara,South
2016,59767,Petrol,Manual,First,18.9,1197,82.0,5.0,4.78,Hyundai,Grand,South
2003,70000,Petrol,Manual,Second,13.4,1794,125.0,5.0,1.7,Toyota,Corolla,South
2019,14233,Diesel,Automatic,First,17.6,2179,153.86,7.0,17.85,Tata,Hexa,South
2010,72000,Petrol,Manual,Second,17.0,1197,80.0,5.0,2.75,Hyundai,i20,West
2014,11000,Petrol,Manual,First,17.01,1591,121.3,5.0,5.95,Hyundai,Verna,West
2011,39000,Petrol,Manual,First,14.0,796,35.0,5.0,1.5,Maruti,Omni,West
2019,19855,Petrol,Manual,First,24.7,796,47.3,5.0,3.8,Maruti,Alto,South
2017,20149,Diesel,Automatic,First,19.27,2143,167.62,5.0,38.5,Mercedes-Benz,New,South
2011,70000,Petrol,Manual,First,19.81,1086,68.05,5.0,2.15,Hyundai,i10,North
2010,62004,Petrol,Automatic,Second,14.67,1798,177.46,5.0,3.75,Skoda,Superb,West
2016,25500,Diesel,Automatic,First,21.5,1498,108.5,5.0,8.95,Volkswagen,Vento,West
2010,61700,Petrol,Manual,First,14.8,1799,130.2,5.0,2.95,Honda,Civic,West
2010,59660,Petrol,Automatic,First,12.05,1995,154.0,5.0,10.49,BMW,3,South
2007,69775,Petrol,Manual,Second,17.92,1086,62.1,5.0,1.85,Hyundai,Santro,South
2009,88000,Petrol,Automatic,First,11.1,2354,142.0,5.0,5.25,Honda,Accord,North
2014,47052,Diesel,Manual,First,20.77,1248,88.76,7.0,5.99,Maruti,Ertiga,East
2015,69749,Diesel,Manual,First,18.6,1388,67.0,5.0,3.82,Ford,Fiesta,South
2012,79000,Diesel,Automatic,First,12.07,2967,241.4,7.0,39.0,Audi,Q7,South
2016,39644,Diesel,Automatic,First,17.11,1968,174.33,5.0,25.75,Audi,A4,South
2012,137800,Diesel,Manual,First,22.3,1248,74.0,5.0,2.2,Tata,Indica,South
2008,120000,Diesel,Manual,Second,18.1,1493,110.0,5.0,2.0,Hyundai,Verna,South
2018,11000,Diesel,Automatic,First,16.1,1950,194.0,5.0,56.5,Mercedes-Benz,E-Class,West
2014,18600,Diesel,Automatic,Second,22.69,1995,190.0,5.0,21.0,BMW,3,West
2014,116905,Diesel,Manual,First,24.0,1120,70.0,5.0,4.0,Hyundai,Grand,West
2011,32824,Petrol,Automatic,First,16.95,1197,78.9,5.0,3.83,Hyundai,i10,South
2016,19148,Petrol,Manual,First,16.1,1197,85.0,5.0,5.89,Maruti,Swift,South
2010,35008,Petrol,Manual,First,17.92,1086,62.1,5.0,1.36,Hyundai,Santro,East
2013,21000,Diesel,Automatic,Second,17.54,2993,313.0,4.0,44.0,BMW,6,North
2014,53000,CNG,Manual,First,30.94,1586,85.7,5.0,3.26,Maruti,SX4,West
2016,36000,Petrol,Manual,First,17.43,1396,105.5,5.0,8.0,Hyundai,Verna,South
2012,56121,Diesel,Manual,First,23.4,1248,74.0,5.0,4.25,Maruti,Swift,West
2018,30000,Diesel,Manual,First,28.4,1248,74.0,5.0,6.0,Maruti,Swift,West
2016,31021,Diesel,Automatic,First,19.5,1968,141.0,5.0,16.61,Skoda,Octavia,South
2013,52600,Diesel,Manual,First,19.6,1461,108.45,5.0,7.26,Renault,Duster,South
2005,60000,Diesel,Manual,First,10.5,2179,120.0,8.0,4.0,Mahindra,Scorpio,South
2016,44001,Diesel,Automatic,First,18.12,1995,190.0,5.0,34.51,BMW,5,West
2003,101000,Petrol,Manual,Third,17.3,1061,64.0,5.0,0.95,Maruti,WagonR,South
2007,84169,Petrol,Manual,First,14.0,1061,64.0,5.0,2.2,Maruti,WagonR,South
2017,14001,Petrol,Manual,First,18.6,1197,81.83,5.0,5.75,Hyundai,i20,West
2016,59000,Diesel,Automatic,First,18.0,2993,255.0,7.0,36.75,Land,Rover,North
2009,29000,Petrol,Automatic,Second,11.7,1796,178.0,5.0,10.0,Mercedes-Benz,New,South
2012,38800,Diesel,Manual,First,21.64,1461,84.8,5.0,4.05,Nissan,Sunny,West
2011,98000,Diesel,Automatic,First,12.07,2967,241.4,7.0,22.0,Audi,Q7,South
2017,20969,Diesel,Automatic,First,17.9,2143,136.0,5.0,27.87,Mercedes-Benz,CLA,South
2018,2900,Diesel,Manual,First,24.3,1248,88.5,5.0,8.75,Maruti,Vitara,East
2016,69000,Diesel,Manual,First,19.3,1248,73.9,5.0,4.79,Maruti,Swift,South
2018,5833,Diesel,Manual,First,21.13,1498,108.4,5.0,11.92,Skoda,Rapid,South
2016,28733,Diesel,Automatic,Second,12.07,2967,241.4,7.0,53.11,Audi,Q7,South
2006,145000,Petrol,Manual,First,18.9,998,67.1,5.0,1.15,Maruti,WagonR,North
2014,71000,Diesel,Manual,First,25.1,1498,98.6,5.0,7.45,Honda,City,West
2017,12000,Petrol,Manual,First,21.1,814,55.2,5.0,3.5,Hyundai,EON,North
2018,21603,Diesel,Automatic,First,13.0,2987,265.0,5.0,70.15,Mercedes-Benz,E-Class,South
2013,58000,Diesel,Automatic,First,13.2,1995,170.0,5.0,19.5,BMW,3,South
2012,39000,Petrol,Automatic,Second,12.05,1995,154.0,5.0,15.0,BMW,3,West
2017,37712,Diesel,Manual,First,17.45,1493,100.0,7.0,7.57,Mahindra,NuvoSport,South
2012,68000,Petrol,Manual,First,18.5,1197,85.8,5.0,4.4,Maruti,Ritz,South
2016,25000,Diesel,Automatic,First,15.87,2993,308.43,5.0,60.0,BMW,X6,South
2010,30000,Petrol,Manual,First,18.6,1199,79.4,5.0,1.6,Chevrolet,Beat,East
2014,68218,Petrol,Manual,First,19.1,1197,85.8,5.0,4.9,Maruti,Swift,West
2014,52000,Diesel,Manual,First,20.77,1248,88.8,7.0,5.95,Maruti,Ertiga,North
2015,63591,Diesel,Manual,First,20.45,1461,83.8,5.0,5.35,Renault,Duster,South
2014,57937,Petrol,Automatic,First,15.5,1198,86.7,5.0,5.4,Honda,Amaze,South
2015,21979,Diesel,Automatic,First,17.11,1968,174.33,5.0,23.45,Audi,A4,South
2002,99000,Diesel,Manual,Second,18.7,1896,66.0,5.0,1.9,Skoda,Octavia,South
2016,62000,Diesel,Manual,First,25.8,1498,98.6,5.0,6.1,Honda,Amaze,West
2006,127001,Diesel,Manual,First,12.8,2494,102.0,8.0,4.95,Toyota,Innova,West
2013,84600,Petrol,Manual,Second,21.1,814,55.2,5.0,2.5,Hyundai,EON,South
2018,30953,Petrol,Manual,First,22.7,799,53.64,5.0,3.48,Datsun,redi-GO,South
2012,78000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.4,Maruti,Swift,South
2008,85000,Diesel,Manual,First,9.5,2835,118.6,6.0,7.99,Mitsubishi,Pajero,South
2008,79000,Diesel,Automatic,First,13.1,2400,215.0,5.0,10.99,Volvo,S80,South
2014,79000,Diesel,Automatic,First,12.55,2982,168.5,7.0,18.5,Toyota,Fortuner,North
2018,48188,Diesel,Manual,First,16.3,1956,170.0,5.0,21.69,Jeep,Compass,South
2014,67557,Diesel,Manual,First,23.4,1248,74.0,5.0,5.17,Maruti,Swift,South
2011,103814,Diesel,Manual,Second,22.32,1582,126.32,5.0,4.5,Hyundai,Verna,North
2014,45128,Diesel,Manual,First,12.05,2179,120.0,8.0,6.75,Mahindra,Scorpio,East
2013,56075,Petrol,Manual,First,19.81,1086,68.05,5.0,3.12,Hyundai,i10,South
2011,166000,Diesel,Manual,First,12.99,2494,100.6,8.0,8.25,Toyota,Innova,South
2017,65367,Diesel,Automatic,First,11.36,2755,171.5,7.0,20.14,Toyota,Innova,South
2013,114708,Diesel,Manual,First,12.99,2494,100.0,8.0,12.6,Toyota,Innova,South
2015,35082,Diesel,Manual,First,23.4,1248,74.0,5.0,6.61,Maruti,Swift,South
2016,38593,Diesel,Automatic,First,17.01,1582,126.2,5.0,13.23,Hyundai,Creta,South
2008,70700,Diesel,Manual,First,12.99,2494,100.0,8.0,4.75,Toyota,Innova,West
2011,83000,Diesel,Manual,Second,20.54,1598,103.6,5.0,2.9,Volkswagen,Vento,West
2015,120000,Diesel,Manual,First,14.8,2499,80.0,10.0,5.5,Chevrolet,Tavera,South
2014,91586,Diesel,Automatic,Second,11.18,2696,184.0,7.0,9.47,Mahindra,Ssangyong,South
2008,38235,Petrol,Manual,First,20.36,1197,78.9,5.0,1.95,Hyundai,i10,West
2011,37000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.2,Hyundai,i10,East
2013,44000,Petrol,Manual,Second,18.0,1198,86.7,5.0,4.35,Honda,Amaze,South
2016,54000,Petrol,Automatic,First,23.1,998,67.04,5.0,4.5,Maruti,Celerio,West
2013,90000,Petrol,Manual,First,18.9,1197,82.0,5.0,3.55,Hyundai,Grand,South
2015,35000,Diesel,Manual,First,19.3,1248,73.9,5.0,4.75,Maruti,Swift,East
2012,47324,Petrol,Manual,Second,20.36,1197,78.9,5.0,4.52,Hyundai,i10,South
2012,65148,Diesel,Automatic,First,15.06,1995,177.0,5.0,12.75,BMW,X1,West
2014,57773,Diesel,Automatic,Second,17.11,1968,174.33,5.0,20.04,Audi,A4,South
2014,87000,Diesel,Manual,First,20.45,1461,83.8,5.0,6.5,Nissan,Terrano,South
2007,179032,Diesel,Manual,First,11.56,3200,199.3,7.0,7.5,Mitsubishi,Montero,South
2016,8000,Petrol,Automatic,First,22.5,998,67.0,5.0,4.15,Maruti,WagonR,West
2007,77000,Petrol,Manual,First,13.5,1799,130.0,5.0,2.5,Honda,Civic,South
2016,20600,Petrol,Manual,First,18.6,1197,81.83,5.0,5.4,Hyundai,i20,West
2016,13198,Petrol,Manual,First,24.07,998,67.1,5.0,3.15,Maruti,Alto,West
2015,21000,Diesel,Automatic,Second,12.07,2967,241.4,7.0,52.5,Audi,Q7,South
2016,38000,Petrol,Manual,First,18.6,1197,81.83,5.0,5.95,Hyundai,i20,North
2019,15379,Petrol,Automatic,First,23.84,1199,83.83,5.0,6.97,Tata,Tiago,South
2011,60000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.2,Hyundai,i10,South
2013,75371,Diesel,Manual,First,20.46,1461,83.8,5.0,6.69,Renault,Duster,South
2014,60000,Diesel,Manual,Second,13.49,2179,138.03,5.0,5.9,Tata,Xenon,South
2009,30675,Petrol,Manual,First,18.5,1197,80.0,5.0,2.25,Hyundai,i20,East
2013,22000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.5,Maruti,Swift,East
2015,55000,Petrol,Manual,First,22.0,814,55.0,5.0,2.61,Hyundai,EON,West
2010,74213,Diesel,Automatic,First,14.84,2143,170.0,5.0,11.5,Mercedes-Benz,New,North
2016,15000,Petrol,Automatic,First,16.82,1998,189.08,4.0,35.0,Mini,Cooper,West
2010,57000,Petrol,Manual,First,26.0,624,35.0,4.0,0.5,Tata,Nano,North
2015,62144,Diesel,Manual,Second,26.21,1248,88.5,5.0,5.75,Maruti,Ciaz,East
2017,50000,Diesel,Manual,First,22.0,1582,126.2,5.0,11.5,Hyundai,Verna,West
2015,38000,Petrol,Manual,First,21.1,814,55.2,5.0,2.75,Hyundai,EON,North
2016,30000,Diesel,Automatic,Second,18.12,1995,190.0,5.0,31.5,BMW,5,South
2016,38735,Petrol,Manual,First,19.4,1198,86.8,5.0,4.92,Honda,Brio,South
2012,23598,Diesel,Manual,First,23.2,1248,73.94,5.0,3.52,Maruti,Ritz,West
2014,70000,Diesel,Automatic,First,18.88,1995,184.0,5.0,17.55,BMW,3,South
2016,39000,Diesel,Manual,First,26.59,1248,74.0,5.0,5.8,Maruti,Swift,West
2013,84175,Diesel,Manual,First,23.4,1248,74.0,5.0,6.95,Maruti,Swift,South
2013,45000,Petrol,Manual,First,16.95,1498,97.6,5.0,2.4,Renault,Scala,East
2013,59302,Diesel,Automatic,First,14.39,1998,163.7,5.0,5.25,Chevrolet,Cruze,West
2012,55002,Petrol,Manual,First,17.5,1298,85.8,5.0,4.25,Maruti,Swift,West
2008,128813,Diesel,Manual,First,19.09,1396,69.0,5.0,1.5,Tata,Indigo,North
2016,46522,Diesel,Manual,First,24.0,1120,70.0,5.0,4.5,Hyundai,Grand,North
2014,180000,Diesel,Manual,First,22.3,1248,74.0,5.0,2.5,Tata,Indica,West
2006,89326,Diesel,Manual,Third,17.8,1399,68.0,5.0,1.55,Ford,Fiesta,South
2016,54000,Diesel,Manual,First,19.87,1461,83.8,5.0,6.5,Renault,Duster,West
2015,66337,Diesel,Manual,First,24.0,1120,70.0,5.0,4.96,Hyundai,Grand,South
2012,60000,Petrol,Manual,First,19.4,1198,86.8,5.0,3.25,Honda,Brio,South
2010,38001,Petrol,Automatic,First,12.3,1781,163.2,5.0,8.5,Audi,A4,East
2014,73000,Petrol,Manual,Second,24.7,796,47.3,5.0,2.75,Maruti,Alto,South
2011,61000,Petrol,Manual,Second,16.2,1599,103.2,5.0,3.4,Hyundai,Verna,South
2013,120000,Diesel,Manual,First,20.77,1248,88.8,7.0,7.0,Maruti,Ertiga,South
2012,71787,Petrol,Manual,First,12.9,1598,102.5,5.0,3.21,Chevrolet,Optra,South
2016,11554,Diesel,Manual,First,19.67,1582,126.2,5.0,14.25,Hyundai,Creta,South
2014,90000,Diesel,Manual,First,20.34,1498,103.2,5.0,6.5,Volkswagen,Vento,South
2014,48104,Petrol,Manual,First,17.4,1497,117.3,5.0,5.49,Honda,City,East
2005,91000,Petrol,Manual,Third,16.8,1341,83.0,5.0,0.8,Hyundai,Getz,West
2015,33931,Petrol,Automatic,Second,18.9,1197,82.0,5.0,5.91,Hyundai,Grand,South
2019,13916,Petrol,Manual,First,18.9,1197,81.86,5.0,6.44,Hyundai,Grand,South
2012,90400,CNG,Manual,First,36.68,998,58.2,5.0,2.9,Maruti,WagonR,West
2015,14000,Petrol,Manual,First,18.9,1197,82.0,5.0,4.6,Hyundai,Grand,North
2016,17560,Petrol,Manual,First,18.6,1197,81.83,5.0,7.21,Hyundai,i20,South
2016,60000,Diesel,Manual,First,19.87,1461,83.8,5.0,8.0,Renault,Duster,West
2009,88096,Diesel,Manual,Second,19.3,1248,73.9,5.0,3.5,Maruti,Swift,South
2008,178280,Diesel,Manual,First,12.8,2494,102.0,8.0,5.9,Toyota,Innova,West
2015,19963,Petrol,Manual,Second,25.4,624,37.5,4.0,1.74,Tata,Nano,South
2019,1000,Petrol,Manual,First,18.12,1196,86.8,5.0,6.8,Ford,Figo,West
2017,8000,Petrol,Manual,First,18.6,1197,81.83,5.0,7.5,Hyundai,i20,North
2016,9200,Petrol,Manual,First,15.4,1497,117.3,7.0,8.0,Honda,BRV,West
2015,29000,Diesel,Manual,First,27.4,1498,98.6,5.0,5.99,Honda,Amaze,South
2017,27000,Diesel,Manual,First,19.67,1582,126.2,5.0,12.9,Hyundai,Creta,West
2018,22900,Petrol,Manual,First,21.4,1197,83.1,5.0,7.0,Maruti,Baleno,North
2014,50000,Diesel,Automatic,First,14.16,1968,174.3,5.0,35.0,Audi,Q5,South
2015,60207,Diesel,Manual,First,25.8,1498,98.6,5.0,5.5,Honda,Amaze,North
2010,101119,Diesel,Automatic,First,11.0,2993,235.0,5.0,18.46,BMW,X5,South
2010,42000,Petrol,Manual,First,15.6,1196,70.0,5.0,2.4,Ford,Figo,North
2002,93000,Petrol,Manual,Third,18.9,998,67.1,5.0,1.0,Maruti,WagonR,West
2012,60000,Petrol,Manual,Second,19.81,1086,68.05,5.0,2.65,Hyundai,i10,West
2015,66122,Diesel,Automatic,First,21.66,1498,103.52,5.0,5.96,Skoda,Rapid,South
2015,25100,Diesel,Automatic,First,17.85,2967,300.0,4.0,75.0,Porsche,Panamera,East
2017,24733,Petrol,Automatic,First,15.04,1991,183.0,5.0,27.15,Mercedes-Benz,CLA,South
2008,41000,Petrol,Automatic,Second,10.4,2773,201.0,5.0,10.5,Audi,A6,West
2015,30000,Petrol,Manual,First,20.73,1373,91.1,5.0,6.7,Maruti,Ciaz,South
2013,36000,Diesel,Manual,First,22.7,1498,89.84,5.0,4.9,Ford,Ecosport,East
2017,40279,Diesel,Manual,First,16.5,1493,70.0,7.0,8.0,Mahindra,Bolero,South
2018,46805,Petrol,Manual,First,24.07,998,67.1,5.0,3.63,Maruti,Alto,South
2015,60000,Petrol,Manual,First,17.5,1197,85.8,5.0,4.8,Maruti,Swift,West
2017,100000,Petrol,Manual,First,17.57,1193,88.7,5.0,4.25,Tata,Zest,West
2018,51530,Diesel,Automatic,First,10.91,3198,197.2,7.0,30.27,Ford,Endeavour,South
2013,81456,Diesel,Manual,First,15.8,2148,170.0,5.0,14.25,Mercedes-Benz,New,North
2012,37229,Petrol,Automatic,First,16.95,1197,78.9,5.0,3.41,Hyundai,i10,West
2009,73200,Petrol,Manual,First,17.0,1497,118.0,5.0,2.78,Honda,City,North
2015,71826,Diesel,Automatic,First,19.3,1968,141.0,5.0,15.5,Skoda,Octavia,West
2017,129000,Diesel,Manual,First,25.0,1396,69.0,5.0,3.0,Tata,Indica,South
2012,82000,Petrol,Manual,First,18.9,998,67.1,5.0,2.3,Maruti,WagonR,West
2017,40459,Diesel,Manual,First,19.67,1582,126.2,5.0,13.28,Hyundai,Creta,South
2009,61964,Petrol,Manual,First,19.0,998,66.1,5.0,2.25,Maruti,A-Star,South
2011,15466,Petrol,Manual,First,22.5,998,67.04,5.0,3.36,Maruti,WagonR,South
2014,23000,Petrol,Manual,First,17.3,1497,117.3,7.0,4.25,Honda,Mobilio,East
2012,43766,Petrol,Manual,First,20.36,1197,78.9,5.0,4.3,Hyundai,i10,South
2010,54000,Petrol,Automatic,First,0.0,3597,262.6,5.0,6.0,Skoda,Superb,South
2018,18521,Diesel,Manual,First,22.54,1396,88.73,5.0,9.18,Hyundai,i20,South
2017,26400,Petrol,Manual,First,23.1,998,67.04,5.0,4.99,Maruti,Celerio,South
2011,31900,Petrol,Manual,First,13.4,1798,157.8,5.0,3.75,Skoda,Laura,West
2010,39000,Diesel,Manual,First,20.0,1399,68.0,5.0,2.5,Ford,Figo,South
2016,45671,Diesel,Manual,First,27.3,1498,98.6,5.0,7.2,Honda,Jazz,South
2016,39500,Diesel,Automatic,First,15.0,2143,204.0,5.0,29.5,Mercedes-Benz,E-Class,West
2015,54000,Diesel,Automatic,First,17.9,2143,136.0,5.0,17.55,Mercedes-Benz,GLA,South
2012,20000,Diesel,Automatic,First,18.5,1985,163.0,5.0,12.0,Volvo,S60,South
2009,55000,Diesel,Automatic,First,11.8,2967,246.7,5.0,13.5,Audi,A8,South
2014,48000,Diesel,Automatic,First,22.32,1582,126.32,5.0,5.1,Hyundai,Verna,East
2011,70000,Diesel,Automatic,First,22.69,1995,190.0,5.0,10.3,BMW,3,East
2014,62000,Diesel,Manual,First,22.32,1582,126.32,5.0,5.7,Hyundai,Verna,North
2014,41994,Petrol,Manual,First,22.5,998,67.04,5.0,3.41,Maruti,WagonR,South
2010,108882,Diesel,Manual,Second,20.0,1399,68.0,5.0,2.4,Ford,Figo,South
2017,24806,Petrol,Manual,First,18.15,1198,82.0,6.0,5.6,Mahindra,KUV,South
2006,160000,Diesel,Manual,First,17.0,1405,70.0,5.0,1.0,Tata,Indigo,West
2017,30000,Diesel,Automatic,First,18.49,1493,100.0,7.0,8.2,Mahindra,TUV,South
2015,51000,Diesel,Automatic,First,15.17,1968,181.0,5.0,27.5,Audi,Q3,South
2015,64876,Petrol,Manual,First,21.5,1197,81.8,5.0,3.5,Maruti,WagonR,North
2016,70536,CNG,Manual,First,44.50599999999999,998,58.33,5.0,4.58,Maruti,Celerio,South
2017,25299,Diesel,Manual,First,24.3,1248,88.5,5.0,10.34,Maruti,Vitara,South
2006,89869,Diesel,Manual,First,12.7,2609,116.6,8.0,3.25,Mahindra,Scorpio,West
2007,103515,Diesel,Manual,Third,12.6,1991,112.0,7.0,5.0,Hyundai,Tucson,North
2008,68282,Petrol,Manual,First,17.92,1086,62.1,5.0,2.25,Hyundai,Santro,South
2014,60033,Diesel,Automatic,First,18.18,2967,250.0,4.0,51.52,Porsche,Panamera,South
2018,51921,Diesel,Manual,First,24.3,1248,88.5,5.0,8.62,Maruti,Vitara,South
2017,18414,Diesel,Manual,First,23.4,1248,74.0,5.0,7.25,Maruti,Swift,West
2016,40866,Petrol,Manual,First,19.5,1199,86.76,5.0,5.47,Honda,Amaze,South
2014,55001,Diesel,Automatic,First,16.36,2179,187.7,5.0,31.0,Jaguar,XF,West
2017,20469,Petrol,Automatic,First,16.82,1998,189.08,4.0,35.98,Mini,Cooper,South
2017,8500,Petrol,Manual,First,21.1,814,55.2,5.0,3.42,Hyundai,EON,North
2008,45000,Diesel,Automatic,Second,16.77,2967,241.38,5.0,11.5,Audi,A6,West
2016,6000,Petrol,Manual,First,17.19,1197,81.86,5.0,7.25,Hyundai,i20,West
2018,11000,Diesel,Manual,First,28.4,1248,74.0,5.0,8.0,Maruti,Swift,South
2015,80064,Diesel,Manual,First,22.7,1498,89.84,5.0,7.33,Ford,Ecosport,South
2016,29930,Petrol,Manual,First,18.9,998,67.1,5.0,3.35,Maruti,WagonR,East
2013,49105,Diesel,Manual,First,20.34,1498,103.2,5.0,4.4,Volkswagen,Vento,West
2012,55000,Petrol,Manual,First,17.6,1496,88.7,5.0,2.99,Toyota,Etios,East
2015,23000,Petrol,Manual,First,18.7,1199,88.7,5.0,5.6,Honda,Jazz,South
2016,54727,Diesel,Manual,First,20.14,1498,88.73,5.0,6.63,Volkswagen,CrossPolo,South
2018,31426,Diesel,Manual,First,21.66,1498,108.62,5.0,7.9,Volkswagen,Ameo,South
2015,53442,Petrol,Manual,First,16.8,1497,116.3,5.0,7.0,Honda,City,South
2014,28000,Petrol,Automatic,First,16.5,1198,86.8,5.0,4.95,Honda,Brio,South
2017,13412,Petrol,Automatic,First,14.3,1598,103.52,5.0,9.19,Skoda,Rapid,West
2011,70000,Diesel,Manual,First,16.8,1493,110.0,5.0,5.1,Hyundai,Verna,South
2015,81310,Diesel,Manual,First,21.19,1396,88.76,5.0,5.9,Hyundai,i20,North
2019,13574,Petrol,Automatic,First,21.4,1197,83.1,5.0,9.51,Maruti,Baleno,South
2008,75000,Petrol,Manual,Second,11.1,2354,158.8,5.0,3.9,Honda,CR-V,West
2014,58310,Petrol,Manual,Second,19.1,1197,85.8,5.0,5.39,Maruti,Swift,South
2009,90000,Diesel,Manual,Second,19.3,1248,73.9,5.0,3.0,Maruti,Swift,West
2012,83000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.3,Maruti,Swift,North
2017,37282,Petrol,Manual,First,20.85,1197,83.14,5.0,6.75,Maruti,Swift,North
2017,23000,Petrol,Manual,First,18.9,1197,82.0,5.0,4.5,Hyundai,Grand,North
2010,82000,Diesel,Manual,First,17.8,1399,68.0,5.0,2.75,Ford,Fiesta,South
2016,31000,Diesel,Manual,First,23.9,1582,126.2,5.0,9.0,Hyundai,Verna,South
2014,45001,Diesel,Manual,Second,20.0,1399,68.05,5.0,2.55,Ford,Figo,North
2014,50446,Diesel,Manual,First,21.12,1248,88.8,5.0,3.54,Tata,Manza,South
2009,89000,Petrol,Manual,First,13.5,1799,130.0,5.0,4.25,Honda,Civic,West
2007,72000,Petrol,Manual,Second,19.7,796,46.3,5.0,1.2,Maruti,Alto,West
2013,90000,Diesel,Automatic,First,22.48,1995,190.0,5.0,19.5,BMW,5,West
2015,76000,Diesel,Manual,Second,16.0,2179,140.0,7.0,12.0,Mahindra,XUV500,South
2012,78401,Diesel,Manual,First,23.2,1248,73.94,5.0,3.9,Maruti,Ritz,South
2017,38426,Diesel,Manual,First,24.3,1248,88.5,5.0,9.13,Maruti,Vitara,South
2011,45000,Petrol,Manual,First,15.1,1196,73.0,7.0,2.25,Maruti,Eeco,West
2012,83000,Petrol,Manual,First,17.5,1197,85.8,5.0,3.25,Maruti,Swift,West
2017,50170,Diesel,Automatic,First,17.01,1582,126.2,5.0,14.79,Hyundai,Creta,South
2010,37822,Petrol,Manual,First,22.5,998,67.04,5.0,2.35,Maruti,WagonR,West
2015,33517,Diesel,Manual,First,27.62,793,47.0,5.0,3.1,Maruti,Celerio,East
2014,110000,Diesel,Automatic,First,13.01,2199,194.3,7.0,12.9,Hyundai,Santa,North
2017,60000,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,Hyundai,EON,East
2013,92408,Petrol,Manual,First,18.5,1197,82.85,5.0,3.65,Hyundai,i20,North
2014,45000,Petrol,Manual,First,17.1,1591,121.3,5.0,7.5,Hyundai,Verna,South
2013,33793,Petrol,Manual,First,18.4,1198,86.8,5.0,3.74,Honda,Brio,South
2017,26327,Petrol,Manual,First,20.4,1197,81.8,5.0,5.86,Maruti,Swift,South
2018,20604,Diesel,Automatic,First,19.27,2143,167.62,5.0,39.62,Mercedes-Benz,New,South
2018,61386,Diesel,Manual,First,25.2,1248,74.0,5.0,7.05,Maruti,Swift,South
2018,11500,Diesel,Automatic,First,28.4,1248,74.0,5.0,7.5,Maruti,Swift,North
2012,58000,Diesel,Manual,First,25.44,936,57.6,5.0,2.1,Chevrolet,Beat,South
2014,38000,Petrol,Automatic,First,13.7,1798,157.75,5.0,11.6,Skoda,Superb,North
2012,49000,Diesel,Automatic,Second,14.84,2143,167.62,5.0,19.25,Mercedes-Benz,New,South
2017,72202,Diesel,Manual,First,13.68,2393,147.8,8.0,17.92,Toyota,Innova,South
2016,7000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.6,Hyundai,i10,East
2014,20000,Diesel,Manual,Second,25.8,1498,98.6,5.0,4.5,Honda,Amaze,West
2017,14061,Diesel,Manual,First,21.9,1396,88.76,5.0,7.4,Hyundai,i20,South
2018,30706,Diesel,Automatic,First,11.57,2987,254.79,5.0,59.29,Mercedes-Benz,GLE,South
2011,51387,Diesel,Manual,First,12.05,2179,120.0,7.0,5.5,Mahindra,Scorpio,East
2006,44000,Petrol,Manual,Second,15.3,1341,83.0,5.0,1.75,Hyundai,Getz,South
2016,12208,Petrol,Manual,First,21.4,1197,83.1,5.0,6.75,Maruti,Baleno,West
2011,55000,Diesel,Manual,First,16.52,1991,123.7,5.0,3.95,Chevrolet,Optra,South
2011,61600,Petrol,Manual,First,17.1,1591,121.3,5.0,4.2,Hyundai,Verna,West
2016,28414,Petrol,Manual,First,17.0,1497,118.0,5.0,8.4,Honda,City,South
2017,27853,Petrol,Automatic,First,17.21,1197,103.5,5.0,8.25,Volkswagen,Polo,West
2013,55116,Petrol,Manual,First,19.4,1198,86.8,5.0,3.31,Honda,Brio,South
2017,26000,Diesel,Manual,First,26.59,1248,74.0,5.0,7.5,Maruti,Swift,West
2012,45496,Petrol,Manual,First,17.0,1497,118.0,5.0,4.75,Honda,City,West
